"","Provincias","Year","Mes","dia","fecha","Población","Unidades","Euros","precio","UdesxCapita"
"260","Granada","2005","6","15",2005-06-15,701531,8054556.95,18133698.9,2.25135895277269,11.4813984699179
"261","Guadalajara","2005","6","15",2005-06-15,174516,1993429,4547958.2,2.28147488573709,11.4226145453712
"262","Guipúzcoa","2005","6","15",2005-06-15,593167,12814865.7,27114907.95,2.11589481971707,21.6041447012393
"263","Huelva","2005","6","15",2005-06-15,395486,5630183.5,12289711.9,2.18282617253949,14.2361132884603
"264","Huesca","2005","6","15",2005-06-15,189622,2610859,5762175,2.20700351876528,13.768755735094
"265","Jaén","2005","6","15",2005-06-15,528685,5845578,12743206.3,2.17997369977785,11.0568258982192
"266","León","2005","6","15",2005-06-15,436606,3935837,8997022.7,2.28592360405169,9.01461958837029
"267","Lleida","2005","6","15",2005-06-15,341375,6446725.5,13556505.1,2.10285130024537,18.8845858659832
"268","Lugo","2005","6","15",2005-06-15,323550,2355697.15,5301410.35,2.25046345622144,7.28078241384639
"269","Madrid","2005","6","15",2005-06-15,4965769,52471686.45,118990661.82,2.26771178649624,10.5666788869962
"270","Málaga","2005","6","15",2005-06-15,1172755,19211459.2,44631626.85,2.32317734875652,16.3814771201146
"271","Murcia","2005","6","15",2005-06-15,1074547,13487004.85,31374254.8,2.32625813877423,12.5513400995955
"272","Navarra","2005","6","15",2005-06-15,499843,9313089.3,19828449.7,2.12909476772654,18.6320290571239
"273","Ourense","2005","6","15",2005-06-15,307170,2255178.25,5054759.1,2.24140113979904,7.34179200442752
"274","Palencia","2005","6","15",2005-06-15,152674,1401286.75,3179181.35,2.26875858920382,9.17829329158861
"275","Pontevedra","2005","6","15",2005-06-15,795556,6831031.25,15185590.95,2.22303051973302,8.58648699777263
"276","Rioja (La)","2005","6","15",2005-06-15,258307,2531012.15,5768200,2.27900920981355,9.79846519838796
"277","Salamanca","2005","6","15",2005-06-15,306380,2920709.85,6516265.75,2.23105549152717,9.53296510868856
"278","Segovia","2005","6","15",2005-06-15,134694,1311416.3,3013991.8,2.29827233350691,9.73626367915423
"279","Sevilla","2005","6","15",2005-06-15,1451836,16425386,36330214.4,2.21183321962723,11.3135271476944
"280","Soria","2005","6","15",2005-06-15,82633,758307.5,1772008.5,2.3367941105686,9.17681192743819
"281","Tarragona","2005","6","15",2005-06-15,592612,9431506.5,21866639.6,2.31846732014657,15.9151459977186
"282","Teruel","2005","6","15",2005-06-15,123472,1288427,2938101.65,2.28037882627421,10.4349731113127
"283","Toledo","2005","6","15",2005-06-15,496489,5707749.3,12753804.85,2.23447179959358,11.4962250926002
"284","Valencia/València","2005","6","15",2005-06-15,2014397,22153228.7,48906769.7,2.20765877345906,10.9974492118485
"285","Valladolid","2005","6","15",2005-06-15,445030,4266174.5,9656045.65,2.26339678557452,9.58626272386131
"286","Vizcaya","2005","6","15",2005-06-15,993769,9210563.05,21066709.6,2.2872336344302,9.26831391399812
"287","Zamora","2005","6","15",2005-06-15,177904,1427503.5,3234651.4,2.2659498908409,8.02401014030039
"288","Zaragoza","2005","6","15",2005-06-15,784426,8495010.15,19113885.3,2.25001323865399,10.8295876857728
"289","Álava","2005","7","15",2005-07-15,260982,1834407.5,4299193.85,2.3436416663146,7.02886597543126
"290","Albacete","2005","7","15",2005-07-15,314481,3056142.45,6827870,2.23414651368754,9.71805117002299
"291","Alicante/Alacant","2005","7","15",2005-07-15,1405806,24949515.8,57176990.95,2.29170743866701,17.7474813736746
"292","Almería","2005","7","15",2005-07-15,496735,7240317.5,16824073,2.32366508789152,14.5758150724229
"293","Asturias","2005","7","15",2005-07-15,957186,8764947.3,19816476.85,2.26087803745266,9.1569948787383
"294","Ávila","2005","7","15",2005-07-15,147568,1649006,3725508.2,2.25924478140164,11.1745500379486
"295","Badajoz","2005","7","15",2005-07-15,545164,5474329,11678358.9,2.13329503944684,10.0416186688776
"296","Balears (Illes)","2005","7","15",2005-07-15,793948,22245339.15,52778550.75,2.37256669336956,28.0186349105987
"297","Barcelona","2005","7","15",2005-07-15,4397957,42629821.8,99687308.35,2.3384406535333,9.69309654460014
"298","Burgos","2005","7","15",2005-07-15,314870,2832087,6508910.3,2.29827342874707,8.99446438212596
"299","Cáceres","2005","7","15",2005-07-15,342615,3450332,7525129.45,2.18098706153495,10.0705806809392
"300","Cádiz","2005","7","15",2005-07-15,934233,9703340,21419427.4,2.20742830819079,10.3864239434916
"301","Cantabria","2005","7","15",2005-07-15,487159,5216508,12173506.7,2.33365053786939,10.7080193530244
"302","Castellón/Castelló","2005","7","15",2005-07-15,454921,5737941.35,12865796.4,2.24223212041022,12.6130500680338
"303","Ciudad Real","2005","7","15",2005-07-15,411670,4052379.5,8907095.4,2.1979914270122,9.84375713556975
"304","Córdoba","2005","7","15",2005-07-15,634683,5982790.1,13030064.95,2.17792446871904,9.42642248177436
"305","Coruña (A)","2005","7","15",2005-07-15,981848,8464610.05,18975212.7,2.2417113827943,8.62110026195501
"306","Cuenca","2005","7","15",2005-07-15,178173,1752875.5,3899411.4,2.22457978333316,9.83805346489086
"307","Girona","2005","7","15",2005-07-15,553514,25975851.1,56911941.25,2.19095578546799,46.9289866200313
"308","Granada","2005","7","15",2005-07-15,701531,7607181.1,17148439.55,2.25424363171793,10.8436848834905
"309","Guadalajara","2005","7","15",2005-07-15,174516,1932300.5,4410271.9,2.28239443088691,11.0723400719705
"310","Guipúzcoa","2005","7","15",2005-07-15,593167,11928254,25655338.25,2.15080415373449,20.1094362970293
"311","Huelva","2005","7","15",2005-07-15,395486,5409213.5,11990133,2.21661300667833,13.6773830173508
"312","Huesca","2005","7","15",2005-07-15,189622,3122581.5,6920842,2.21638474448145,16.4674009344907
"313","Jaén","2005","7","15",2005-07-15,528685,4887116,10650900.95,2.17938369991627,9.24390894388908
"314","León","2005","7","15",2005-07-15,436606,3914414.8,8960005.15,2.28897692446902,8.96555429838344
"315","Lleida","2005","7","15",2005-07-15,341375,6575406,14072023.9,2.14009962274573,19.2615335042109
"316","Lugo","2005","7","15",2005-07-15,323550,2340726.5,5275959.8,2.2539838806456,7.23451244011745
"317","Madrid","2005","7","15",2005-07-15,4965769,41853588.2,94919084.5,2.26788403532866,8.42842029099622
"318","Málaga","2005","7","15",2005-07-15,1172755,18741990,43132513.1,2.30138384984732,15.9811640112385
"319","Murcia","2005","7","15",2005-07-15,1074547,13404510.15,31167932,2.32518246852907,12.4745684925834
"320","Navarra","2005","7","15",2005-07-15,499843,8476718.75,18491133.65,2.18140228493484,16.9587625514412
"321","Ourense","2005","7","15",2005-07-15,307170,2125982.25,4767332,2.24241383012488,6.92119103428069
"322","Palencia","2005","7","15",2005-07-15,152674,1408717,3199015.3,2.27087150932373,9.22696071367751
"323","Pontevedra","2005","7","15",2005-07-15,795556,7097291.1,15774175.95,2.22256290854408,8.92117097979275
"324","Rioja (La)","2005","7","15",2005-07-15,258307,2190192.45,5082656.5,2.32064378634855,8.47902863646746
"325","Salamanca","2005","7","15",2005-07-15,306380,2545165.5,5680103.3,2.2317225736401,8.30721816045434
"326","Segovia","2005","7","15",2005-07-15,134694,1220710.5,2835285.4,2.32265176714708,9.06284244287051
"327","Sevilla","2005","7","15",2005-07-15,1451836,14100929,31157814.7,2.20962850745508,9.71248061075769
"328","Soria","2005","7","15",2005-07-15,82633,689038,1608665,2.33465353144529,8.33853303159755
"329","Tarragona","2005","7","15",2005-07-15,592612,9663553.85,22614065.85,2.34013968370446,16.3067130770217
"330","Teruel","2005","7","15",2005-07-15,123472,1159968,2692976.15,2.32159520779884,9.39458338732668
"331","Toledo","2005","7","15",2005-07-15,496489,5215220.1,11601869.3,2.22461738479647,10.5042006972964
"332","Valencia/València","2005","7","15",2005-07-15,2014397,22249934.55,48943940,2.19973411112798,11.0454565559818
"333","Valladolid","2005","7","15",2005-07-15,445030,3740255,8479382.25,2.26705993307943,8.40450082016943
"334","Vizcaya","2005","7","15",2005-07-15,993769,6891069.5,16055428.7,2.32988924288167,6.93427697986152
"335","Zamora","2005","7","15",2005-07-15,177904,1509203.5,3425690.75,2.26986668795825,8.48324658242648
"336","Zaragoza","2005","7","15",2005-07-15,784426,7434206,16655195.15,2.24034619837007,9.47725598080635
"337","Álava","2005","8","15",2005-08-15,260982,1821176,4312620.5,2.36804158411927,6.97816707665663
"338","Albacete","2005","8","15",2005-08-15,314481,3611410,8112984.4,2.24648666310388,11.4837144374382
"339","Alicante/Alacant","2005","8","15",2005-08-15,1405806,26670885.15,60991248.45,2.28681005924545,18.9719528512469
"340","Almería","2005","8","15",2005-08-15,496735,7185042,16780421.1,2.33546597222396,14.4645374294141
"341","Asturias","2005","8","15",2005-08-15,957186,9609739.05,21743165.9,2.26261772425548,10.039573343112
"342","Ávila","2005","8","15",2005-08-15,147568,2086366.35,4715937.4,2.26035921256111,14.1383385964437
"343","Badajoz","2005","8","15",2005-08-15,545164,6531442.5,14004064.4,2.14409977581522,11.9806929657864
"344","Balears (Illes)","2005","8","15",2005-08-15,793948,23822230.6,56719333.7,2.38094134224358,30.0047743680946
"345","Barcelona","2005","8","15",2005-08-15,4397957,36588987.7,85315445.85,2.33172468584038,8.31954193731317
"346","Burgos","2005","8","15",2005-08-15,314870,3287452.5,7604110.25,2.31307075919728,10.4406659891384
"347","Cáceres","2005","8","15",2005-08-15,342615,4315170,9451494,2.190294704496,12.5948075828554
"348","Cádiz","2005","8","15",2005-08-15,934233,10857545,24032777.2,2.21346328290603,11.6218812651662
"349","Cantabria","2005","8","15",2005-08-15,487159,6309963,14622286,2.31733308103391,12.9525740056121
"350","Castellón/Castelló","2005","8","15",2005-08-15,454921,6632386.3,14941136.25,2.25275422361933,14.5792045212246
"351","Ciudad Real","2005","8","15",2005-08-15,411670,4803252,10631408,2.21337710367892,11.6677241479826
"352","Córdoba","2005","8","15",2005-08-15,634683,6172512,13414376.85,2.17324435335241,9.72534635400665
"353","Coruña (A)","2005","8","15",2005-08-15,981848,9390886.55,21055663.8,2.2421380226343,9.56450137903219
"354","Cuenca","2005","8","15",2005-08-15,178173,2407654,5377975.2,2.23369936045628,13.5130126337885
"355","Girona","2005","8","15",2005-08-15,553514,33373857.9,72524440.3,2.17309130150039,60.2945145018915
"356","Granada","2005","8","15",2005-08-15,701531,8116802.75,18355539.4,2.26142484489967,11.5701269794207
"357","Guadalajara","2005","8","15",2005-08-15,174516,2233795.5,5093267.05,2.28009549217912,12.7999467097573
"358","Guipúzcoa","2005","8","15",2005-08-15,593167,15176005,32181626.7,2.1205598377175,25.5847088593937
"359","Huelva","2005","8","15",2005-08-15,395486,6027030.5,13310480.5,2.20846410184916,15.2395546239311
"360","Huesca","2005","8","15",2005-08-15,189622,3731511.2,8258896.4,2.21328463385022,19.6786828532554
"361","Jaén","2005","8","15",2005-08-15,528685,5574930.5,12154464.2,2.18020012984915,10.5449000822796
"362","León","2005","8","15",2005-08-15,436606,4427923.5,10132971.35,2.28842511619724,10.1416918228334
"363","Lleida","2005","8","15",2005-08-15,341375,7412462.5,15652875.1,2.11169703725314,21.7135481508605
"364","Lugo","2005","8","15",2005-08-15,323550,2723600.5,6146504,2.2567568187772,8.41786586308144
"365","Madrid","2005","8","15",2005-08-15,4965769,40640401.35,92228183.84,2.26937187567908,8.18411032611465
"366","Málaga","2005","8","15",2005-08-15,1172755,19041211.5,44026836.85,2.31218674557551,16.2363080950412
"367","Murcia","2005","8","15",2005-08-15,1074547,13585752,31634719.95,2.32852181829905,12.6432366383229
"368","Navarra","2005","8","15",2005-08-15,499843,10818016.05,23345512.1,2.15802158104581,21.6428279479757
"369","Ourense","2005","8","15",2005-08-15,307170,2548233.6,5705366.25,2.23894946287499,8.29584139076082
"370","Palencia","2005","8","15",2005-08-15,152674,1657866.75,3778884.9,2.27936587786684,10.8588675871465
"371","Pontevedra","2005","8","15",2005-08-15,795556,8141430,18079922.2,2.22073053505342,10.2336353443378
"372","Rioja (La)","2005","8","15",2005-08-15,258307,2311960.7,5309919,2.29671680837827,8.95043765751606
"373","Salamanca","2005","8","15",2005-08-15,306380,3294335.5,7387228.8,2.24240330106026,10.7524495724264
"374","Segovia","2005","8","15",2005-08-15,134694,1628052,3757727.6,2.308112762983,12.087041739053
"375","Sevilla","2005","8","15",2005-08-15,1451836,13953238.5,30915347.2,2.21563955923207,9.6107539005783
"376","Soria","2005","8","15",2005-08-15,82633,890438.5,2066235.1,2.32046918456468,10.7758220081565
"377","Tarragona","2005","8","15",2005-08-15,592612,11262633,26413273.85,2.34521304654072,19.0050707714322
"378","Teruel","2005","8","15",2005-08-15,123472,1318514,3023835.9,2.2933665474921,10.6786477905922
"379","Toledo","2005","8","15",2005-08-15,496489,6009586.15,13418427.2,2.2328371480289,12.1041677660532
"380","Valencia/València","2005","8","15",2005-08-15,2014397,21420650.4,46971006.15,2.19279084775129,10.633777949431
"381","Valladolid","2005","8","15",2005-08-15,445030,4219950,9603162.7,2.27565793433571,9.48239444531829
"382","Vizcaya","2005","8","15",2005-08-15,993769,6679928.5,15495262.3,2.31967487376549,6.72181211126529
"383","Zamora","2005","8","15",2005-08-15,177904,1840430.55,4198177.45,2.28108441799121,10.3450768391942
"384","Zaragoza","2005","8","15",2005-08-15,784426,7453752.5,16661947.05,2.23537701982994,9.50217420126309
"385","Álava","2005","9","15",2005-09-15,260982,2865152.1,6590451.4,2.30020996093017,10.978351380555
"386","Albacete","2005","9","15",2005-09-15,314481,3693991,8033564.5,2.17476558551442,11.7463089979999
"387","Alicante/Alacant","2005","9","15",2005-09-15,1405806,30392646.6,68823893.75,2.2644916270635,21.6193746505563
"388","Almería","2005","9","15",2005-09-15,496735,7341055.5,16675460.1,2.27153439992383,14.7786153582896
"389","Asturias","2005","9","15",2005-09-15,957186,9803879.05,21530891.9,2.19616049832847,10.2423970367306
"390","Ávila","2005","9","15",2005-09-15,147568,1615649.25,3571211.3,2.21038774350311,10.94850679009
"391","Badajoz","2005","9","15",2005-09-15,545164,6459752,13509346.4,2.09131037847893,11.8491903353853
"392","Balears (Illes)","2005","9","15",2005-09-15,793948,26870699.2,62782836.5,2.33647945044913,33.8444069384897
"393","Barcelona","2005","9","15",2005-09-15,4397957,50097089.1,114392126.8,2.28340865417668,11.3909911124643
"394","Burgos","2005","9","15",2005-09-15,314870,3970150,8927200.3,2.2485801040263,12.6088544478674
"395","Cáceres","2005","9","15",2005-09-15,342615,4195974.55,8961695.8,2.13578411718441,12.246908483283
"396","Cádiz","2005","9","15",2005-09-15,934233,10436201,22364342.05,2.14295815594199,11.1708760020252
"397","Cantabria","2005","9","15",2005-09-15,487159,5683516.5,12914327.25,2.27224241365359,11.6666560609575
"398","Castellón/Castelló","2005","9","15",2005-09-15,454921,5939986.65,12979170.85,2.18505050848894,13.0571827855826
"399","Ciudad Real","2005","9","15",2005-09-15,411670,4781148.5,10204761.5,2.13437451273475,11.6140318701873
"400","Córdoba","2005","9","15",2005-09-15,634683,7285688.1,15493552.85,2.12657372060712,11.4792551557234
"401","Coruña (A)","2005","9","15",2005-09-15,981848,9449157.8,20608742.95,2.18101373542518,9.62384992381713
"402","Cuenca","2005","9","15",2005-09-15,178173,2445330,5322236.8,2.1764902078656,13.7244700375478
"403","Girona","2005","9","15",2005-09-15,553514,22198706.8,46927032.35,2.11395342858441,40.1050502787644
"404","Granada","2005","9","15",2005-09-15,701531,9048662.65,19937195.2,2.20333058830522,12.8984501754021
"405","Guadalajara","2005","9","15",2005-09-15,174516,2104935.5,4718622.4,2.24169453173268,12.0615616906186
"406","Guipúzcoa","2005","9","15",2005-09-15,593167,12226302,25820221,2.11185859796364,20.6119052475947
"407","Huelva","2005","9","15",2005-09-15,395486,5759215.5,12359386.8,2.14601915833849,14.5623751536085
"408","Huesca","2005","9","15",2005-09-15,189622,2736908.5,5920654.85,2.1632637152466,14.4334966406852
"409","Jaén","2005","9","15",2005-09-15,528685,6255675,13319980.35,2.12926348475584,11.8325184183398
"410","León","2005","9","15",2005-09-15,436606,4156992,9227102,2.21965834911397,9.52115179360797
"411","Lleida","2005","9","15",2005-09-15,341375,7045864.5,14864480.2,2.10967443384697,20.6396616623947
"412","Lugo","2005","9","15",2005-09-15,323550,2691923.5,5918686.6,2.19868306064418,8.31996136609489
"413","Madrid","2005","9","15",2005-09-15,4965769,53098348.55,118132410.72,2.22478502525857,10.6928752726919
"414","Málaga","2005","9","15",2005-09-15,1172755,21306889.25,48644898.5,2.2830596211974,18.168235692877
"415","Murcia","2005","9","15",2005-09-15,1074547,14761279.25,33433505.1,2.264946318931,13.7372113551106
"416","Navarra","2005","9","15",2005-09-15,499843,10011582.5,21254466.35,2.12298768451441,20.0294542486341
"417","Ourense","2005","9","15",2005-09-15,307170,2588604,5625206.05,2.17306550171444,8.42726828791874
"418","Palencia","2005","9","15",2005-09-15,152674,1651822.9,3647217.6,2.20799554237927,10.81928095157
"419","Pontevedra","2005","9","15",2005-09-15,795556,7445239,15987368.8,2.14732781580282,9.35853541422603
"420","Rioja (La)","2005","9","15",2005-09-15,258307,2918623.85,6564625,2.24921926818353,11.2990505483785
"421","Salamanca","2005","9","15",2005-09-15,306380,3250908.7,7136067.45,2.19509931177089,10.6107079443828
"422","Segovia","2005","9","15",2005-09-15,134694,1506644,3385272.65,2.24689618118149,11.1856801342302
"423","Sevilla","2005","9","15",2005-09-15,1451836,18671089.5,40519716.3,2.17018488931779,12.8603296102315
"424","Soria","2005","9","15",2005-09-15,82633,840249,1923746.5,2.28949573281254,10.1684436000145
"425","Tarragona","2005","9","15",2005-09-15,592612,10778013.2,24618131.5,2.28410663850365,18.1873016408713
"426","Teruel","2005","9","15",2005-09-15,123472,1367747.5,3057447.7,2.23538898809905,11.0773900155501
